ADAM33 	ALOX5  	0.0059584
ALOX5  	RNASE3 	0.0064449
ALOX5  	RORC   	0.011982
ALOX5  	SATB1  	0.011889
ALOX5  	STAT5A 	0.013977
ALOX5  	STAT6  	0.012482
ALOX5  	TBX21  	0.013034
ALOX5  	TGFB1  	0.015164
ALOX5  	TNFRSF4	0.0081837
ALOX5  	TNFSF4 	0.003161
ALOX5  	TSLP   	0.013314
ARG1   	BCL6   	0.0018594
ARG1   	CCL11  	0.0037245
ARG1   	CCL17  	0.0040369
ARG1   	CCL2   	0.0032046
ARG1   	CCL22  	0.0029172
ARG1   	CCL24  	0.0023379
ARG1   	CCL26  	0.0044699
ARG1   	CCL5   	0.0029174
ARG1   	CCL8   	0.0019658
ARG1   	CCR3   	0.0028594
ARG1   	CCR4   	0.0028267
ARG1   	CCR8   	0.0026509
ARG1   	CD40LG 	0.0028708
ARG1   	CLC    	0.00033048
ARG1   	CLCA1  	0.0011106
ARG1   	CMA1   	0.0013519
ARG1   	CRLF2  	0.0012955
ARG1   	CSF2   	0.0028209
ARG1   	CSF3R  	0.0013176
ARG1   	CYSLTR1	0.00089115
ARG1   	EPX    	0.00033048
ARG1   	FCER1A 	0.0010263
ARG1   	FOXP3  	0.0041249
ARG1   	GATA3  	0.0043758
ARG1   	GPR44  	0.0022627
ARG1   	ICOS   	0.0029439
ARG1   	IFNG   	0.0038582
ARG1   	IFNGR2 	0.0029513
ARG1   	IL10   	0.0040343
ARG1   	IL12A  	0.0049811
ARG1   	IL12B  	0.0046445
ARG1   	IL13   	0.0040215
ARG1   	IL13RA1	0.0061374
ARG1   	IL13RA2	0.0061374
ARG1   	IL17A  	0.0038178
ARG1   	IL17RB 	0.0020238
ARG1   	IL18   	0.0040952
ARG1   	IL1RL1 	0.002847
ARG1   	IL21   	0.0030433
ARG1   	IL25   	0.0026052
ARG1   	IL2RA  	0.0029586
ARG1   	IL3    	0.0027364
ARG1   	IL33   	0.0028919
ARG1   	IL3RA  	0.002591
ARG1   	IL4    	0.0037613
ARG1   	IL4R   	0.0044445
ARG1   	IL5    	0.0033978
ARG1   	IL5RA  	0.0021873
ARG1   	IL9    	0.0036784
ARG1   	KIT    	0.002157
ARG1   	KITLG  	0.002167
ARG1   	LTB4R  	0.00096084
ARG1   	MAF    	0.0022555
ARG1   	MMP9   	0.0027298
ARG1   	MS4A2  	0.00026274
ARG1   	PDCD1  	0.0018646
ARG1   	POSTN  	0.00028677
ARG1   	PPARG  	0.0025564
ARG1   	RETNLB 	0.27927
ARG1   	RNASE2 	0.00033048
ARG1   	RNASE3 	0.0012119
ARG1   	RORC   	0.0027261
ARG1   	SATB1  	0.0024759
ARG1   	STAT5A 	0.0027559
ARG1   	STAT6  	0.017888
ARG1   	TBX21  	0.0044029
ARG1   	TGFB1  	0.0029147
ARG1   	TNFRSF4	0.0014438
ARG1   	TNFSF4 	0.00036709
ARG1   	TSLP   	0.0027622
BCL6   	CCL11  	0.014227
BCL6   	CCL17  	0.014571
BCL6   	CCL2   	0.014686
BCL6   	CCL22  	0.0147
BCL6   	CCL24  	0.013643
BCL6   	CCL26  	0.013811
BCL6   	CCL5   	0.014617
BCL6   	CCL8   	0.014208
BCL6   	CCR3   	0.014372
BCL6   	CCR4   	0.014011
BCL6   	CCR8   	0.013814
BCL6   	CD40LG 	0.015236
BCL6   	CLC    	0.0035687
BCL6   	CLCA1  	0.0059335
BCL6   	CMA1   	0.01109
BCL6   	CRLF2  	0.017771
BCL6   	CSF2   	0.015566
BCL6   	CSF3R  	0.017066
BCL6   	CYSLTR1	0.0096446
BCL6   	EPX    	0.0035687
BCL6   	FCER1A 	0.0058453
BCL6   	FOXP3  	0.015732
BCL6   	GATA3  	0.014661
BCL6   	GPR44  	0.013839
BCL6   	ICOS   	0.015355
BCL6   	IFNG   	0.015206
BCL6   	IFNGR2 	0.012515
BCL6   	IL10   	0.015054
BCL6   	IL12A  	0.014527
BCL6   	IL12B  	0.014723
BCL6   	IL13   	0.014643
BCL6   	IL13RA1	0.013185
BCL6   	IL13RA2	0.013185
BCL6   	IL17A  	0.015354
BCL6   	IL17RB 	0.014018
BCL6   	IL18   	0.014749
BCL6   	IL1RL1 	0.014524
BCL6   	IL21   	0.020271
BCL6   	IL25   	0.014396
BCL6   	IL2RA  	0.015671
BCL6   	IL3    	0.015949
BCL6   	IL33   	0.014568
BCL6   	IL3RA  	0.015423
BCL6   	IL4    	0.014521
BCL6   	IL4R   	0.014476
BCL6   	IL5    	0.016293
BCL6   	IL5RA  	0.015519
BCL6   	IL9    	0.015429
BCL6   	KIT    	0.015899
BCL6   	KITLG  	0.014279
BCL6   	LTB4R  	0.0099544
BCL6   	MAF    	0.012582
BCL6   	MMP9   	0.014752
BCL6   	MS4A2  	0.0020706
BCL6   	PDCD1  	0.011974
BCL6   	POSTN  	0.0021126
BCL6   	PPARG  	0.015747
BCL6   	RETNLB 	0.0054783
BCL6   	RNASE2 	0.0035687
BCL6   	RNASE3 	0.0076819
BCL6   	RORC   	0.017006
BCL6   	SATB1  	0.01385
BCL6   	STAT5A 	0.01912
BCL6   	STAT6  	0.014186
BCL6   	TBX21  	0.015852
BCL6   	TGFB1  	0.014827
BCL6   	TNFRSF4	0.0097416
BCL6   	TNFSF4 	0.003874
BCL6   	TSLP   	0.016438
CCL11  	CCL17  	0.015928
CCL11  	CCL2   	0.015708
CCL11  	CCL22  	0.016191
CCL11  	CCL24  	0.017712
CCL11  	CCL26  	0.016791
CCL11  	CCL5   	0.016063
CCL11  	CCL8   	0.017786
CCL11  	CCR3   	0.016466
CCL11  	CCR4   	0.016899
CCL11  	CCR8   	0.017129
CCL11  	CD40LG 	0.015248
CCL11  	CLC    	0.011588
CCL11  	CLCA1  	0.0078495
CCL11  	CMA1   	0.011223
CCL11  	CRLF2  	0.012576
CCL11  	CSF2   	0.014768
CCL11  	CSF3R  	0.01232
CCL11  	CYSLTR1	0.0096777
CCL11  	EPX    	0.011588
CCL11  	FCER1A 	0.0074255
CCL11  	FOXP3  	0.01527
CCL11  	GATA3  	0.014886
CCL11  	GPR44  	0.017457
CCL11  	ICOS   	0.014717
CCL11  	IFNG   	0.015206
CCL11  	IFNGR2 	0.014473
CCL11  	IL10   	0.014981
CCL11  	IL12A  	0.015057
CCL11  	IL12B  	0.015096
CCL11  	IL13   	0.014886
CCL11  	IL13RA1	0.014957
CCL11  	IL13RA2	0.014957
CCL11  	IL17A  	0.015223
CCL11  	IL17RB 	0.015812
CCL11  	IL18   	0.014962
CCL11  	IL1RL1 	0.015179
CCL11  	IL21   	0.014976
CCL11  	IL25   	0.015738
CCL11  	IL2RA  	0.014649
CCL11  	IL3    	0.014925
CCL11  	IL33   	0.015328
CCL11  	IL3RA  	0.014808
CCL11  	IL4    	0.014696
CCL11  	IL4R   	0.014699
CCL11  	IL5    	0.01518
CCL11  	IL5RA  	0.014825
CCL11  	IL9    	0.014743
CCL11  	KIT    	0.014475
CCL11  	KITLG  	0.013462
CCL11  	LTB4R  	0.010077
CCL11  	MAF    	0.013416
CCL11  	MMP9   	0.01561
CCL11  	MS4A2  	0.0033653
CCL11  	PDCD1  	0.012753
CCL11  	POSTN  	0.0036843
CCL11  	PPARG  	0.015689
CCL11  	RETNLB 	0.0078756
CCL11  	RNASE2 	0.011588
CCL11  	RNASE3 	0.01342
CCL11  	RORC   	0.015492
CCL11  	SATB1  	0.014347
CCL11  	STAT5A 	0.014761
CCL11  	STAT6  	0.014868
CCL11  	TBX21  	0.01508
CCL11  	TGFB1  	0.015046
CCL11  	TNFRSF4	0.010325
CCL11  	TNFSF4 	0.0047765
CCL11  	TSLP   	0.014953
CCL17  	CCL2   	0.016213
CCL17  	CCL22  	0.016847
CCL17  	CCL24  	0.018718
CCL17  	CCL26  	0.017658
CCL17  	CCL5   	0.016631
CCL17  	CCL8   	0.018827
CCL17  	CCR3   	0.017157
CCL17  	CCR4   	0.017736
CCL17  	CCR8   	0.017977
CCL17  	CD40LG 	0.015709
CCL17  	CLC    	0.0049839
CCL17  	CLCA1  	0.0081953
CCL17  	CMA1   	0.011039
CCL17  	CRLF2  	0.014379
CCL17  	CSF2   	0.015156
CCL17  	CSF3R  	0.012647
CCL17  	CYSLTR1	0.0096966
CCL17  	EPX    	0.0049839
CCL17  	FCER1A 	0.0077703
CCL17  	FOXP3  	0.015688
CCL17  	GATA3  	0.015252
CCL17  	GPR44  	0.018258
CCL17  	ICOS   	0.015115
CCL17  	IFNG   	0.015627
CCL17  	IFNGR2 	0.015008
CCL17  	IL10   	0.015386
CCL17  	IL12A  	0.015493
CCL17  	IL12B  	0.015503
CCL17  	IL13   	0.015226
CCL17  	IL13RA1	0.015304
CCL17  	IL13RA2	0.015304
CCL17  	IL17A  	0.0155
CCL17  	IL17RB 	0.014714
CCL17  	IL18   	0.015303
CCL17  	IL1RL1 	0.015351
CCL17  	IL21   	0.015336
CCL17  	IL25   	0.015391
CCL17  	IL2RA  	0.015039
CCL17  	IL3    	0.015344
CCL17  	IL33   	0.015414
CCL17  	IL3RA  	0.015189
CCL17  	IL4    	0.015081
CCL17  	IL4R   	0.01495
CCL17  	IL5    	0.015434
CCL17  	IL5RA  	0.015127
CCL17  	IL9    	0.015029
CCL17  	KIT    	0.014881
CCL17  	KITLG  	0.013706
CCL17  	LTB4R  	0.010007
CCL17  	MAF    	0.013819
CCL17  	MMP9   	0.015965
CCL17  	MS4A2  	0.0035804
CCL17  	PDCD1  	0.013143
CCL17  	POSTN  	0.0039177
CCL17  	PPARG  	0.015696
CCL17  	RETNLB 	0.008346
CCL17  	RNASE2 	0.0049839
CCL17  	RNASE3 	0.009003
CCL17  	RORC   	0.015485
CCL17  	SATB1  	0.014756
CCL17  	STAT5A 	0.015231
CCL17  	STAT6  	0.015272
CCL17  	TBX21  	0.015443
CCL17  	TGFB1  	0.015421
CCL17  	TNFRSF4	0.010635
CCL17  	TNFSF4 	0.0049167
CCL17  	TSLP   	0.015569
CCL2   	CCL22  	0.016468
CCL2   	CCL24  	0.017616
CCL2   	CCL26  	0.016919
CCL2   	CCL5   	0.016368
CCL2   	CCL8   	0.017668
CCL2   	CCR3   	0.016636
CCL2   	CCR4   	0.017047
CCL2   	CCR8   	0.017181
CCL2   	CD40LG 	0.015804
CCL2   	CLC    	0.0046749
CCL2   	CLCA1  	0.0081799
CCL2   	CMA1   	0.011511
CCL2   	CRLF2  	0.013003
CCL2   	CSF2   	0.015302
CCL2   	CSF3R  	0.013415
CCL2   	CYSLTR1	0.010552
CCL2   	EPX    	0.0046749
CCL2   	FCER1A 	0.0077087
CCL2   	FOXP3  	0.015773
CCL2   	GATA3  	0.015447
CCL2   	GPR44  	0.017339
CCL2   	ICOS   	0.015437
CCL2   	IFNG   	0.015688
CCL2   	IFNGR2 	0.015765
CCL2   	IL10   	0.01553
CCL2   	IL12A  	0.015738
CCL2   	IL12B  	0.015654
CCL2   	IL13   	0.015273
CCL2   	IL13RA1	0.015235
CCL2   	IL13RA2	0.015235
CCL2   	IL17A  	0.01564
CCL2   	IL17RB 	0.015032
CCL2   	IL18   	0.015475
CCL2   	IL1RL1 	0.015763
CCL2   	IL21   	0.015466
CCL2   	IL25   	0.015494
CCL2   	IL2RA  	0.015148
CCL2   	IL3    	0.015408
CCL2   	IL33   	0.015649
CCL2   	IL3RA  	0.015338
CCL2   	IL4    	0.015133
CCL2   	IL4R   	0.014989
CCL2   	IL5    	0.015425
CCL2   	IL5RA  	0.015338
CCL2   	IL9    	0.015116
CCL2   	KIT    	0.015093
CCL2   	KITLG  	0.01401
CCL2   	LTB4R  	0.010762
CCL2   	MAF    	0.01449
CCL2   	MMP9   	0.016122
CCL2   	MS4A2  	0.003504
CCL2   	PDCD1  	0.014118
CCL2   	POSTN  	0.0038808
CCL2   	PPARG  	0.015949
CCL2   	RETNLB 	0.0075074
CCL2   	RNASE2 	0.0046749
CCL2   	RNASE3 	0.0087084
CCL2   	RORC   	0.01589
CCL2   	SATB1  	0.014877
CCL2   	STAT5A 	0.015231
CCL2   	STAT6  	0.015235
CCL2   	TBX21  	0.015612
CCL2   	TGFB1  	0.015663
CCL2   	TNFRSF4	0.010842
CCL2   	TNFSF4 	0.0050971
CCL2   	TSLP   	0.015382
CCL22  	CCL24  	0.019546
CCL22  	CCL26  	0.0182
CCL22  	CCL5   	0.016989
CCL22  	CCL8   	0.019714
CCL22  	CCR3   	0.017633
CCL22  	CCR4   	0.018347
CCL22  	CCR8   	0.018639
CCL22  	CD40LG 	0.015857
CCL22  	CLC    	0.0051106
CCL22  	CLCA1  	0.0072094
CCL22  	CMA1   	0.0108
CCL22  	CRLF2  	0.014688
CCL22  	CSF2   	0.015237
CCL22  	CSF3R  	0.012666
CCL22  	CYSLTR1	0.0094523
CCL22  	EPX    	0.0051106
CCL22  	FCER1A 	0.007025
CCL22  	FOXP3  	0.015835
CCL22  	GATA3  	0.015253
CCL22  	GPR44  	0.018997
CCL22  	ICOS   	0.015184
CCL22  	IFNG   	0.015756
CCL22  	IFNGR2 	0.015022
CCL22  	IL10   	0.015467
CCL22  	IL12A  	0.015555
CCL22  	IL12B  	0.015572
CCL22  	IL13   	0.015222
CCL22  	IL13RA1	0.014829
CCL22  	IL13RA2	0.014829
CCL22  	IL17A  	0.015594
CCL22  	IL17RB 	0.014659
CCL22  	IL18   	0.015355
CCL22  	IL1RL1 	0.015295
CCL22  	IL21   	0.015433
CCL22  	IL25   	0.015387
CCL22  	IL2RA  	0.015078
CCL22  	IL3    	0.015431
CCL22  	IL33   	0.015377
CCL22  	IL3RA  	0.015172
CCL22  	IL4    	0.015093
CCL22  	IL4R   	0.014881
CCL22  	IL5    	0.01557
CCL22  	IL5RA  	0.015145
CCL22  	IL9    	0.015075
CCL22  	KIT    	0.014854
CCL22  	KITLG  	0.013671
CCL22  	LTB4R  	0.0097541
CCL22  	MAF    	0.013676
CCL22  	MMP9   	0.016137
CCL22  	MS4A2  	0.0028456
CCL22  	PDCD1  	0.01305
CCL22  	POSTN  	0.0029544
CCL22  	PPARG  	0.01586
CCL22  	RETNLB 	0.0071918
CCL22  	RNASE2 	0.0051106
CCL22  	RNASE3 	0.0091891
CCL22  	RORC   	0.015667
CCL22  	SATB1  	0.014523
CCL22  	STAT5A 	0.015367
CCL22  	STAT6  	0.015255
CCL22  	TBX21  	0.015527
CCL22  	TGFB1  	0.015506
CCL22  	TNFRSF4	0.01025
CCL22  	TNFSF4 	0.0043756
CCL22  	TSLP   	0.015745
CCL24  	CCL26  	0.023791
CCL24  	CCL5   	0.019073
CCL24  	CCL8   	0.02911
CCL24  	CCR3   	0.021616
CCL24  	CCR4   	0.023319
CCL24  	CCR8   	0.02455
CCL24  	CD40LG 	0.01566
CCL24  	CLC    	0.0044621
CCL24  	CLCA1  	0.0058051
CCL24  	CMA1   	0.0090722
CCL24  	CRLF2  	0.011443
CCL24  	CSF2   	0.014743
CCL24  	CSF3R  	0.011021
CCL24  	CYSLTR1	0.0078354
CCL24  	EPX    	0.0044621
CCL24  	FCER1A 	0.0061994
CCL24  	FOXP3  	0.01563
CCL24  	GATA3  	0.01449
CCL24  	GPR44  	0.026412
CCL24  	ICOS   	0.014182
CCL24  	IFNG   	0.015695
CCL24  	IFNGR2 	0.012652
CCL24  	IL10   	0.015013
CCL24  	IL12A  	0.014571
CCL24  	IL12B  	0.014984
CCL24  	IL13   	0.014822
CCL24  	IL13RA1	0.01359
CCL24  	IL13RA2	0.01359
CCL24  	IL17A  	0.015138
CCL24  	IL17RB 	0.013505
CCL24  	IL18   	0.014837
CCL24  	IL1RL1 	0.014104
CCL24  	IL21   	0.014722
CCL24  	IL25   	0.014778
CCL24  	IL2RA  	0.014479
CCL24  	IL3    	0.015097
CCL24  	IL33   	0.014469
CCL24  	IL3RA  	0.014299
CCL24  	IL4    	0.014866
CCL24  	IL4R   	0.01432
CCL24  	IL5    	0.015953
CCL24  	IL5RA  	0.014071
CCL24  	IL9    	0.014565
CCL24  	KIT    	0.01376
CCL24  	KITLG  	0.012682
CCL24  	LTB4R  	0.0080659
CCL24  	MAF    	0.011693
CCL24  	MMP9   	0.01575
CCL24  	MS4A2  	0.0022657
CCL24  	PDCD1  	0.010712
CCL24  	POSTN  	0.0019738
CCL24  	PPARG  	0.014982
CCL24  	RETNLB 	0.0064056
CCL24  	RNASE2 	0.0044621
CCL24  	RNASE3 	0.0090989
CCL24  	RORC   	0.013981
CCL24  	SATB1  	0.013521
CCL24  	STAT5A 	0.0151
CCL24  	STAT6  	0.015183
CCL24  	TBX21  	0.01482
CCL24  	TGFB1  	0.014574
CCL24  	TNFRSF4	0.008941
CCL24  	TNFSF4 	0.0033184
CCL24  	TSLP   	0.015399
CCL26  	CCL5   	0.017805
CCL26  	CCL8   	0.023429
CCL26  	CCR3   	0.019414
CCL26  	CCR4   	0.020696
CCL26  	CCR8   	0.021311
CCL26  	CD40LG 	0.015639
CCL26  	CLC    	0.0043318
CCL26  	CLCA1  	0.0064432
CCL26  	CMA1   	0.0098584
CCL26  	CRLF2  	0.011546
CCL26  	CSF2   	0.014855
CCL26  	CSF3R  	0.011209
CCL26  	CYSLTR1	0.0085913
CCL26  	EPX    	0.0043318
CCL26  	FCER1A 	0.007803
CCL26  	FOXP3  	0.015664
CCL26  	GATA3  	0.014972
CCL26  	GPR44  	0.02193
CCL26  	ICOS   	0.014648
CCL26  	IFNG   	0.015651
CCL26  	IFNGR2 	0.013759
CCL26  	IL10   	0.015204
CCL26  	IL12A  	0.015087
CCL26  	IL12B  	0.015284
CCL26  	IL13   	0.015025
CCL26  	IL13RA1	0.014882
CCL26  	IL13RA2	0.014882
CCL26  	IL17A  	0.015288
CCL26  	IL17RB 	0.013899
CCL26  	IL18   	0.015076
CCL26  	IL1RL1 	0.014739
CCL26  	IL21   	0.014967
CCL26  	IL25   	0.014959
CCL26  	IL2RA  	0.014756
CCL26  	IL3    	0.015149
CCL26  	IL33   	0.014929
CCL26  	IL3RA  	0.014733
CCL26  	IL4    	0.015081
CCL26  	IL4R   	0.014717
CCL26  	IL5    	0.015684
CCL26  	IL5RA  	0.014423
CCL26  	IL9    	0.014739
CCL26  	KIT    	0.014216
CCL26  	KITLG  	0.013073
CCL26  	LTB4R  	0.0088499
CCL26  	MAF    	0.012933
CCL26  	MMP9   	0.015721
CCL26  	MS4A2  	0.0036307
CCL26  	PDCD1  	0.011959
CCL26  	POSTN  	0.0024012
CCL26  	PPARG  	0.015159
CCL26  	RETNLB 	0.0089022
CCL26  	RNASE2 	0.0043318
CCL26  	RNASE3 	0.0087578
CCL26  	RORC   	0.014597
CCL26  	SATB1  	0.014541
CCL26  	STAT5A 	0.014946
CCL26  	STAT6  	0.015453
CCL26  	TBX21  	0.015141
CCL26  	TGFB1  	0.014897
CCL26  	TNFRSF4	0.010171
CCL26  	TNFSF4 	0.0045752
CCL26  	TSLP   	0.015289
CCL5   	CCL8   	0.019246
CCL5   	CCR3   	0.017373
CCL5   	CCR4   	0.017949
CCL5   	CCR8   	0.018252
CCL5   	CD40LG 	0.015881
CCL5   	CLC    	0.0048961
CCL5   	CLCA1  	0.0073456
CCL5   	CMA1   	0.01114
CCL5   	CRLF2  	0.012913
CCL5   	CSF2   	0.015306
CCL5   	CSF3R  	0.013336
CCL5   	CYSLTR1	0.010036
CCL5   	EPX    	0.0048961
CCL5   	FCER1A 	0.0070591
CCL5   	FOXP3  	0.015816
CCL5   	GATA3  	0.015324
CCL5   	GPR44  	0.018685
CCL5   	ICOS   	0.015338
CCL5   	IFNG   	0.015741
CCL5   	IFNGR2 	0.015048
CCL5   	IL10   	0.015514
CCL5   	IL12A  	0.015567
CCL5   	IL12B  	0.015571
CCL5   	IL13   	0.015229
CCL5   	IL13RA1	0.014857
CCL5   	IL13RA2	0.014857
CCL5   	IL17A  	0.015635
CCL5   	IL17RB 	0.014908
CCL5   	IL18   	0.015422
CCL5   	IL1RL1 	0.015485
CCL5   	IL21   	0.015436
CCL5   	IL25   	0.015449
CCL5   	IL2RA  	0.015105
CCL5   	IL3    	0.015438
CCL5   	IL33   	0.015484
CCL5   	IL3RA  	0.015252
CCL5   	IL4    	0.015103
CCL5   	IL4R   	0.014892
CCL5   	IL5    	0.015545
CCL5   	IL5RA  	0.015295
CCL5   	IL9    	0.015096
CCL5   	KIT    	0.014979
CCL5   	KITLG  	0.013856
CCL5   	LTB4R  	0.010277
CCL5   	MAF    	0.014101
CCL5   	MMP9   	0.01624
CCL5   	MS4A2  	0.0028802
CCL5   	PDCD1  	0.013723
CCL5   	POSTN  	0.0030804
CCL5   	PPARG  	0.015997
CCL5   	RETNLB 	0.0071687
CCL5   	RNASE2 	0.0048961
CCL5   	RNASE3 	0.0089828
CCL5   	RORC   	0.01576
CCL5   	SATB1  	0.014556
CCL5   	STAT5A 	0.015295
CCL5   	STAT6  	0.015228
CCL5   	TBX21  	0.015555
CCL5   	TGFB1  	0.015628
CCL5   	TNFRSF4	0.010403
CCL5   	TNFSF4 	0.0045532
CCL5   	TSLP   	0.015472
CCL8   	CCR3   	0.021964
CCL8   	CCR4   	0.023703
CCL8   	CCR8   	0.025071
CCL8   	CD40LG 	0.015614
CCL8   	CLC    	0.0039201
CCL8   	CLCA1  	0.0056011
CCL8   	CMA1   	0.0091167
CCL8   	CRLF2  	0.013473
CCL8   	CSF2   	0.014829
CCL8   	CSF3R  	0.012925
CCL8   	CYSLTR1	0.0077178
CCL8   	EPX    	0.0039201
CCL8   	FCER1A 	0.0058762
CCL8   	FOXP3  	0.015597
CCL8   	GATA3  	0.014235
CCL8   	GPR44  	0.027351
CCL8   	ICOS   	0.014021
CCL8   	IFNG   	0.015666
CCL8   	IFNGR2 	0.012372
CCL8   	IL10   	0.014935
CCL8   	IL12A  	0.014393
CCL8   	IL12B  	0.014848
CCL8   	IL13   	0.014716
CCL8   	IL13RA1	0.01323
CCL8   	IL13RA2	0.01323
CCL8   	IL17A  	0.015046
CCL8   	IL17RB 	0.012833
CCL8   	IL18   	0.014677
CCL8   	IL1RL1 	0.013672
CCL8   	IL21   	0.014731
CCL8   	IL25   	0.014419
CCL8   	IL2RA  	0.014466
CCL8   	IL3    	0.015151
CCL8   	IL33   	0.014129
CCL8   	IL3RA  	0.014288
CCL8   	IL4    	0.014761
CCL8   	IL4R   	0.014231
CCL8   	IL5    	0.015908
CCL8   	IL5RA  	0.013933
CCL8   	IL9    	0.014546
CCL8   	KIT    	0.013955
CCL8   	KITLG  	0.012731
CCL8   	LTB4R  	0.0079926
CCL8   	MAF    	0.011293
CCL8   	MMP9   	0.015757
CCL8   	MS4A2  	0.0020384
CCL8   	PDCD1  	0.010364
CCL8   	POSTN  	0.0018446
CCL8   	PPARG  	0.015118
CCL8   	RETNLB 	0.0058646
CCL8   	RNASE2 	0.0039201
CCL8   	RNASE3 	0.0086856
CCL8   	RORC   	0.013973
